ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001183910-25-000009	1999838	Non-Qualified Stock Option (right to buy)		26.12				31-OCT-2023		31-OCT-2030		Common Stock		1276.0				1276.0				D			
0001183910-25-000009	1999840	Non-Qualified Stock Option (right to buy)		28.16				31-OCT-2021		31-OCT-2028		Common Stock		564.0				564.0				D			
0001789995-25-000007	1999802	Non-Qualified Stock Option (right to buy)		28.16				31-OCT-2018		31-OCT-2028		Common Stock		618.0				618.0				D			
0000935836-25-000653	1999923	Class B Common Stock			F1				F1		F1	Class A Common Stock			F1			7024430.0				I		See Footnote	F5
0000935836-25-000653	1999924	Class B Common Stock			F1				F1		F1	Class A Common Stock			F1			844680.0				I		See Footnote	F6
0000101984-25-000232	1999911	Employee Stock Option (Rt to Buy)			F5				F6		F6	Common Stock		97280.0				97280.0	F7			D			
0000101984-25-000232	1999912	Performance Stock Units			F8				F9		F9	Common Stock		102432.0				102432.0	F10			D			
0000101984-25-000230	1999851	Performance Stock Units			F5				F6		F6	Common Stock		53217.0				53217.0	F7			D			
0000101984-25-000230	1999852	Employee Stock Option (Rt to Buy)			F8				F9		F9	Common Stock		19455.0				19455.0	F10			D			
0001185185-25-001677	1999893	Class B Ordinary Shares			F1				F1		F1	Class A ordinary Shares		1437500.0								D			
0000101984-25-000228	1999849	Performance Stock Units			F8				F9		F9	Common Stock		92433.0				92433.0	F10			D			
0000101984-25-000228	1999848	Employee Stock Option (Rt to Buy)			F5				F6		F6	Common Stock		18465.0				18465.0	F7			D			
0001727375-25-000003	1999877	Option		0.41				29-NOV-2027		29-NOV-2029		Common Stock		216667.0				1025000.0	F2			D			
0001727375-25-000003	1999876	Option		0.41				29-NOV-2026		29-NOV-2029		Common Stock		216667.0				808333.0	F2			D			
0001727375-25-000003	1999875	Option		0.41				29-NOV-2025		29-NOV-2029		Common Stock		216666.0				591666.0	F2			D			
0001727375-25-000003	1999874	Option		0.41				29-NOV-2026		29-NOV-2028		Common Stock		33334.0				375000.0	F2			D			
0001727375-25-000003	1999861	Option		0.06				12-NOV-2020		12-NOV-2025		Common Stock		25000.0				25000.0	F2			D			
0001727375-25-000003	1999862	Option		0.44				12-FEB-2021		11-FEB-2026		Common Stock		25000.0				50000.0	F2			D			
0001727375-25-000003	1999863	Option		0.66				12-MAY-2021		11-MAY-2026		Common Stock		25000.0				75000.0	F2			D			
0001727375-25-000003	1999864	Option		0.94				12-AUG-2021		11-AUG-2026		Common Stock		25000.0				100000.0	F2			D			
0001727375-25-000003	1999865	Option		1.93				12-NOV-2021		11-NOV-2026		Common Stock		25000.0				125000.0	F2			D			
0001727375-25-000003	1999866	Option		1.14				12-FEB-2022		11-FEB-2027		Common Stock		25000.0				150000.0	F2			D			
0001727375-25-000003	1999867	Option		1.01				12-MAY-2022		12-MAY-2027		Common Stock		25000.0				175000.0	F2			D			
0001727375-25-000003	1999868	Option		1.91				12-AUG-2022		12-AUG-2027		Common Stock		25000.0				200000.0	F2			D			
0001727375-25-000003	1999869	Option		1.32				12-NOV-2022		12-NOV-2027		Common Stock		25000.0				225000.0	F2			D			
0001727375-25-000003	1999870	Option		0.81				13-FEB-2023		13-FEB-2028		Common Stock		25000.0				250000.0	F2			D			
0001727375-25-000003	1999871	Option		0.87				12-MAY-2023		13-MAY-2028		Common Stock		25000.0				275000.0	F2			D			
0001727375-25-000003	1999873	Option		0.41				29-NOV-2025		29-NOV-2028		Common Stock		33333.0				341666.0	F2			D			
0001727375-25-000003	1999872	Option		0.41				29-NOV-2024		29-NOV-2028		Common Stock		33333.0				308333.0	F2			D			
0000752642-25-000116	1999814	UMH Properties, Inc.		16.86				16-JUN-2026		16-JUN-2035		UMH Properties, Inc.		12000.0				12000.0				D			
0000752642-25-000116	1999812	UMH Properties, Inc.		15.8				10-JAN-2025		10-JAN-2034		UMH Properties, Inc.		11000.0				11000.0				D			
0000752642-25-000116	1999813	UMH Properties, Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties, Inc.		10000.0				10000.0				D			
0001316004-25-000004	1999794	Restricted Stock Units			F4				F4		F4	Common Stock		4456.0				4456.0				D			
0001214659-25-016276	1999765	Option to purchase		52.2					F3	15-NOV-2027		Common stock		2800.0				5300.0				D			
0001214659-25-016276	1999764	Common stock		41.3					F2	24-OCT-2026		Common stock		2500.0				2500.0				D			
0001214659-25-016276	1999767	Option to purchase		60.15					F5	20-NOV-2029		Common stock		3800.0				12600.0				D			
0001214659-25-016276	1999768	Option to purchase		41.74					F6	26-OCT-2030		Common stock		4500.0				17100.0				D			
0001214659-25-016276	1999772	Option to purchase		61.79					F10	20-NOV-2034		Common stock		4800.0				36250.0				D			
0001214659-25-016276	1999766	Option to purchase		55.0					F4	28-NOV-2028		Common stock		3500.0				8800.0				D			
0001214659-25-016276	1999770	Option to purchase		61.55					F8	16-NOV-2032		Common stock		4800.0				26650.0				D			
0001214659-25-016276	1999771	Option to purchase		53.22					F9	15-NOV-2033		Common stock		4800.0				31450.0				D			
0001214659-25-016276	1999769	Option to purchase		57.98					F7	17-NOV-2031		Common stock		4750.0				21850.0				D			
0001005817-25-000071	1999690	Phantom Stock			F2				F2		F2	Common Stock		1389.42				1389.42				D			
0001798184-25-000008	1999734	7.00% Senior Subordinated Convertible Notes due 2031		1.74	F2				F2	31-DEC-2031		Common Stock		57394.0	F2, F3					100000.0		D			
0001214659-25-016228	1999773	Incentive Stock Options		2.51					F2	13-NOV-2033		Common Stock		20000.0				20000.0				D			
0001214659-25-016228	1999774	Incentive Stock Options		3.0					F3	08-NOV-2032		Common Stock		20000.0				20000.0				D			
0001214659-25-016228	1999775	Incentive Stock Options		5.2					F4	29-SEP-2028		Common Stock		80000.0				80000.0				D			
0001214659-25-016228	1999776	Incentive Stock Options		2.33					F5	24-DEC-2027		Common Stock		90000.0				90000.0				D			
0001214659-25-016228	1999777	Incentive Stock Option		5.0					F6	12-OCT-2028		Common Stock		15000.0				15000.0				D			
0001214659-25-016228	1999778	Incentive Stock Options		4.66					F7	16-NOV-2028		Common Stock		12876.0				12876.0				D			
0001214659-25-016227	1999713	Restricted Stock Units		0.0				02-DEC-2027	F2	02-DEC-2034		Common Stock		10000.0				10000.0				D			
0001214659-25-016227	1999714	Restricted Stock Unit		0.0				02-JAN-2027	F3	02-JAN-2034		Common Stock		10000.0				10000.0				D			
0001178913-25-003726	1999762	Warrant to purchase common stock		10.35				29-MAR-2021		31-MAR-2026		Common Stock		432099.0				432099.0	F4			I		By More Provident Funds & Pension Ltd.	
0001213900-25-108455	1999761	Series A Convertible Preferred Stock			F2				F1		F2	Common Stock		140227280.0								I		See footnote	F4, F3
0001213900-25-108454	1999746	Series A Convertible Preferred Stock			F2				F1		F2	Common Stock		62793710.0								I		See footnote	F3
0001213900-25-108452	1999790	Series A Convertible Preferred Stock			F2				F1		F2	Common Stock		37658222.0								I		See footnote	F3
0002064835-25-000033	1999719	Options		0.06				21-JUL-2023		21-JUL-2028		Common Shares		4600000.0				4600000.0				D	F1		
0002064835-25-000033	1999717	Options		0.05				01-MAR-2024		01-MAR-2029		Common Shares		4645000.0				4645000.0				D	F1		
0002064835-25-000033	1999716	Options		0.06				10-DEC-2024		10-DEC-2029		Common Shares		3750000.0				3750000.0				D	F1		
0002064835-25-000033	1999715	Options		0.09				05-SEP-2025		05-SEP-2030		Common Shares		16000000.0				16000000.0				D	F1		
0002064835-25-000033	1999720	Warrants		0.06				08-NOV-2024		08-NOV-2029		Common Shares		14000000.0				14000000.0				D	F1		
0002064835-25-000033	1999721	Warrants		0.06				19-SEP-2024		19-SEP-2029		Common Shares		35946812.0				35946812.0				D	F1		
0002064835-25-000033	1999722	Warrrants		0.06				08-MAR-2024		08-MAR-2029		Common Shares		9821428.0				9821428.0				D	F1		
0002064835-25-000033	1999718	Options		0.06				21-JUL-2023		21-JUL-2028		Common Shares		1000000.0				1000000.0				D	F1		
0002095702-25-000002	1999729	Option (right to buy)		37.4					F3	15-MAR-2032		Common Stock		624.0								D			
0002095702-25-000002	1999730	Option (right to buy)		37.4					F4	09-SEP-2031		Common Stock		3000.0								D			
0002095702-25-000002	1999728	Option (right to buy)		42.6					F2	23-FEB-2033		Common Stock		1674.0								D			
0001193125-25-274913	1999747	OP Units	F7		F8				F8		F8	Common Stock		1268643.0				1268643.0				I		By AHI Group Holdings, LLC	F9
0001433642-25-000119	1999791	Performance Stock			F4				F4		F4	Class A Common Stock		544000.0				544000.0				D			
0001356746-25-000016	1999754	Earnout Shares		0.0					F9	21-JUN-2026		Class A Common Stock		50518.0				50518.0				I			
0001356746-25-000016	1999752	Stock Options		1.44				01-JAN-2023		01-JAN-2029		Class A Common Stock		67971.0				67971.0				D			
0001356746-25-000016	1999748	Restricted Stock Units		0.0	F5				F6		F6	Class A Common Stock		333334.0				333334.0				D		by Scott E Peterson Trust	
0001356746-25-000016	1999751	Stock Options		1.01				01-APR-2021		01-APR-2027		Class A Common Stock		67974.0				67974.0				D			
0001356746-25-000016	1999749	Restricted Stock Units		0.0	F5				F7		F7	Class A Common Stock		250001.0				250001.0				D			
0001356746-25-000016	1999750	Performance Stock Units		0.0	F8				F8		F8	Class A Common Stock		250000.0				250000.0				D			
0001356746-25-000016	1999753	Earnout Shares		0.0					F9	21-JUN-2026		Class A Common Stock		12840.0				12840.0				D			
0001104659-25-109276	1999789	Warrants (right to buy)		0.25				06-MAR-2023		06-MAR-2030		Common Stock		160000.0								D	F3		
0001104659-25-109276	1999788	Warrants (right to buy)		0.01				29-SEP-2025		12-JUN-2032		Common Stock		486264.0								D	F3		
0001104659-25-109276	1999787	Series B Convertible Preferred Stock			F5, F4				F5, F4		F5, F4	Common Stock		2633890.0								D	F3		
0001104659-25-109276	1999786	Series A Convertible Preferred Stock			F2, F1				F2, F1		F2, F1	Common Stock		2840910.0								D	F3		
0001841794-25-000108	1999763	Restricted Stock Units			F7				F8		F8	Class A Common Stock		180737.0				180737.0				D			
0000072741-25-000057	1999779	Phantom Shares			F3				F3		F3	Common Shares, $5.00 par value		72898.0	F3			72898.0	F3			D			
0002096121-25-000002	1999707	Employee Stock Option (Right to Buy)		55.35					F2	23-FEB-2027		Common Stock		4833.0								D			
0002096121-25-000002	1999708	Employee Stock Option (Right to Buy)		19.25					F3	17-OCT-2029		Common Stock		10000.0								D			
0002096121-25-000002	1999706	Employee Stock Option (Right to Buy)		46.07					F1	23-FEB-2026		Common Stock		4581.0								D			
0001435648-25-000011	1999692	Restricted Stock Units-Service Based			F2				F2		F2	Common Stock		8000.0				15000.0				D			
0001435648-25-000011	1999693	Restricted Stock Units-Service Based			F3				F3		F3	Common Stock		7300.0				22300.0				D			
0001435648-25-000011	1999691	Restricted Stock Units-Service Based			F1				F1		F1	Common Stock		7000.0				7000.0				D			
0001419536-25-000112	1999727	Restricted Stock Units			F2				F3		F3	Common Stock		825.0				825.0				D			
0001419536-25-000112	1999726	Stock Options		30.51				03-MAR-2026	F1	03-MAR-2030		Common Stock		3059.0				3059.0				D			
0001419536-25-000112	1999725	Stock Options		24.2				01-JAN-2025	F1	01-JAN-2029		Common Stock		4500.0				4500.0				D			
0001419536-25-000112	1999723	Stock Options		26.41				31-DEC-2022	F1	31-DEC-2026		Common Stock		5585.0				5585.0				D			
0001419536-25-000112	1999724	Stock Options		23.54				01-JAN-2024	F1	01-JAN-2028		Common Stock		4335.0				4335.0				D			
0001928584-25-000006	1999745	Stock Option		28.83				25-AUG-2023	F5	25-AUG-2032		Common Stock		2513.0				2513.0				D			
0001928584-25-000006	1999744	Stock Option		37.22				23-AUG-2019	F4	23-AUG-2028		Common Stock		1200.0				1200.0				D			
0002093489-25-000001	1999784	Restricted Stock Units			F2				F6		F6	Common Stock		45710.0								D			
0002093489-25-000001	1999781	Restricted Stock Units			F2				F3		F3	Common Stock		11721.0								D			
0002093489-25-000001	1999782	Restricted Stock Units			F2				F4		F4	Common Stock		29257.0								D			
0002093489-25-000001	1999783	Restricted Stock Units			F2				F5		F5	Common Stock		22842.0								D			
0002093489-25-000001	1999780	Restricted Stock Units			F2				F1		F1	Common Stock		3853.0								D			
0002093489-25-000001	1999785	Restricted Stock Units			F2				F7		F7	Common Stock		3311.0								D			
0001193125-25-274237	1999710	Stock Option (Right to Buy)		11.74	F4				F2		F2	Common Stock		118947.0	F3							D			
0001193125-25-274237	1999711	Stock Option (Right to Buy)		12.8	F4				F2		F2	Common Stock		101912.0	F3							D			
0001193125-25-274237	1999712	Stock Option (Right to Buy)		13.38	F4				F2		F2	Common Stock		101912.0	F3							D			
0001193125-25-274236	1999793	Stock Option (Right to Buy)		13.38	F5				F3		F3	Common Stock		63696.0	F4							D			
0001437749-25-034085	1999709	stock Appreciation Rights			F1				F2		F3	Common Stock		13626.0				13626.0				D			
0001632909-25-000036	1999792	Series D Warrants		0.02				11-APR-2000		11-MAY-2038		Common Stock		47274.0				47274.0				D			
0000896622-25-000035	1999731	Stock Option		111.38				15-MAR-2024		15-MAR-2033	F1	Common Stock		842.0								D			
0000896622-25-000035	1999733	Stock Option		147.84				17-MAR-2026		17-MAR-2035	F1	Common Stock		1030.0								D			
0000896622-25-000035	1999732	Stock Option		141.0				15-MAR-2025		15-MAR-2034	F1	Common Stock		1189.0								D			
0001225208-25-009053	1999699	Employee Stock Option (Right-to-Buy)		64.28				27-JAN-2026	F5	27-JAN-2035		Common Stock		24570.0				24570.0				D			
0001225208-25-009053	1999698	Employee Stock Option (Right-to-Buy)		53.57				25-JAN-2019	F4	25-JAN-2028		Common Stock		21834.0				21834.0				D			
0001225208-25-009053	1999697	Employee Stock Option (Right-to-Buy)		51.89				27-JAN-2022	F4	27-JAN-2031		Common Stock		38376.0				38376.0				D			
0001225208-25-009053	1999696	Employee Stock Option (Right-to-Buy)		50.1				26-JAN-2018	F4	26-JAN-2027		Common Stock		23696.0				23696.0				D			
0001225208-25-009053	1999701	Employee Stock Option (Right-to-Buy)		72.94				24-JAN-2023	F4	24-JAN-2032		Common Stock		21997.0				21997.0				D			
0001225208-25-009053	1999700	Employee Stock Option (Right-to-Buy)		68.17				24-JAN-2024	F5	24-JAN-2033		Common Stock		22312.0				22312.0				D			
0001225208-25-009053	1999703	Restricted Stock Units		0.0	F6			24-JAN-2024	F7	24-JAN-2026		Common Stock		1302.35				1302.35	F8			D			
0001225208-25-009053	1999704	Restricted Stock Units		0.0	F6			26-JAN-2025	F7	26-JAN-2027		Common Stock		2852.64				2852.64	F8			D			
0001225208-25-009053	1999705	Restricted Stock Units		0.0	F6			27-JAN-2026	F7	27-JAN-2028		Common Stock		4370.58				4370.58	F8			D			
0001225208-25-009053	1999695	Employee Stock Option (Right-to-Buy)		48.35				24-JAN-2021	F4	24-JAN-2030		Common Stock		48309.0				48309.0				D			
0001225208-25-009053	1999694	Employee Stock Option (Right-to-Buy)		45.05				24-JAN-2020	F4	24-JAN-2029		Common Stock		41208.0				41208.0				D			
0001225208-25-009053	1999702	Employee Stock Option (Right-to-Buy)		77.72				26-JAN-2025	F5	26-JAN-2034		Common Stock		24774.0				24774.0				D			
0001225208-25-009052	1999742	Restricted Stock Units		0.0	F7			26-JAN-2025	F8	26-JAN-2027		Common Stock		1143.73				1143.73	F9			D			
0001225208-25-009052	1999743	Restricted Stock Units		0.0	F7			27-JAN-2026	F8	27-JAN-2028		Common Stock		1926.21				1926.21	F9			D			
0001225208-25-009052	1999741	Restricted Stock Units		0.0	F7			24-JAN-2024	F8	24-JAN-2026		Common Stock		626.41				626.41	F9			D			
0001225208-25-009052	1999740	Employee Stock Option (Right-to-Buy)		77.72				26-JAN-2025	F6	26-JAN-2034		Common Stock		9928.0				9928.0				D			
0001225208-25-009052	1999739	Employee Stock Option (Right-to-Buy)		72.94				24-JAN-2023	F5	24-JAN-2032		Common Stock		11636.0				11636.0				D			
0001225208-25-009052	1999738	Employee Stock Option (Right-to-Buy)		68.17				24-JAN-2024	F6	24-JAN-2033		Common Stock		10730.0				10730.0				D			
0001225208-25-009052	1999737	Employee Stock Option (Right-to-Buy)		64.28				27-JAN-2026	F6	27-JAN-2035		Common Stock		10831.0				10831.0				D			
0001225208-25-009052	1999736	Employee Stock Option (Right-to-Buy)		53.57				25-JAN-2019	F5	25-JAN-2028		Common Stock		21834.0				21834.0				D			
0001225208-25-009052	1999735	Employee Stock Option (Right-to-Buy)		51.89				27-JAN-2022	F5	27-JAN-2031		Common Stock		19520.0				19520.0				D			
0001213900-25-108111	1999760	Option (right to buy)		302.21				01-OCT-2025	F6	01-OCT-2031		Common Stock		2000.0								D			
0001213900-25-108111	1999759	Option (right to buy)		135.53				15-DEC-2019		15-DEC-2025		Common Stock		1200.0								D			
0001213900-25-108111	1999755	Option (right to buy)		211.59				15-JUL-2023	F2	15-JUL-2029		Common Stock		1745.0								D			
0001213900-25-108111	1999756	Option (right to buy)		219.09				18-AUG-2024	F3	18-AUG-2030		Common Stock		2000.0								D			
0001213900-25-108111	1999757	Option (right to buy)		181.58				08-FEB-2022	F4	08-FEB-2028		Common Stock		1145.0								D			
0001213900-25-108111	1999758	Option (right to buy)		256.23				09-SEP-2023	F5	09-SEP-2029		Common Stock		255.0								D			
0001466026-25-000073	1999489	Option (right to buy)		28.43					F1	31-OCT-2032		Common Stock		19173.0				19173.0				D			
0001466026-25-000072	1999595	Option (right to buy)		28.43					F1	31-OCT-2032		Common Stock		29133.0				29133.0				D			
0001466026-25-000072	1999596	Option (right to buy)		28.59					F2	16-NOV-2026		Common Stock		5341.0				5341.0				D			
0001466026-25-000071	1999501	Option (right to buy)		28.43					F1	31-OCT-2032		Common Stock		5198.0				5198.0				D			
0001466026-25-000071	1999502	Option (right to buy)		28.59					F2	16-NOV-2026		Common Stock		1403.0				1403.0				D			
0001437749-25-033996	1999491	Employee Stock Options		16.37				08-JUN-2017		08-DEC-2026		Common Stock		0.0				4500.0				D			
0001437749-25-033996	1999490	Employee Stock Options		14.15				03-JUN-2016		03-DEC-2025		Common Stock		0.0				4500.0				D			
0001628280-25-050824	1999610	Stock Option		4.94					F4	11-DEC-2029		Common Stock		13723.0								D			
0001628280-25-050824	1999608	Stock Option		15.04					F2	03-OCT-2027		Common Stock		9764.0								D			
0001628280-25-050824	1999609	Stock Option		12.73					F3	19-DEC-2028		Common Stock		2946.0								D			
0001628280-25-050824	1999611	Stock Option		16.14					F5	21-AUG-2030		Common Stock		23437.0								D			
0001654954-25-012722	1999624	Series A Convertible Preferred Stock			F2				F1		F2	Common Stock		9546.0								D			
