ACCESSION_NUMBER,NONDERIV_HOLDING_SK,SECURITY_TITLE,SECURITY_TITLE_FN,TRANS_FORM_TYPE,TRANS_FORM_TYPE_FN,SHRS_OWND_FOLWNG_TRANS,SHRS_OWND_FOLWNG_TRANS_FN,VALU_OWND_FOLWNG_TRANS,VALU_OWND_FOLWNG_TRANS_FN,DIRECT_INDIRECT_OWNERSHIP,DIRECT_INDIRECT_OWNERSHIP_FN,NATURE_OF_OWNERSHIP,NATURE_OF_OWNERSHIP_FN
0001104659-25-029438,2786827,"Common Stock, $0.001 par value",,,,4596900.0,,,,I,,,
0000950170-25-046903,2667086,Class B Non-Voting Common Stock,,,,69000.0,,,,D,,,
0001615594-25-000050,2389592,Class A Common Stock,,,,93730.0,,,,D,,,
0001641172-25-001239,2812136,"Common Stock, no par value",,,,718895.0,F5,,,D,,,
0001437749-25-009893,2488430,Common Stock Holding,,,,18334.0,,,,I,,Marie Trust u/a/d 08-16-2007,
0001437749-25-009893,2488425,Common Stock Holding,,,,10000.0,,,,I,,The Carolyn Marie Frist 2005 Vested Trust,
0001437749-25-009893,2488426,Common Stock Holding,,,,10000.0,,,,I,,The Cate Merriman Frist 2005 Vested Trust,
0001437749-25-009893,2488432,Common Stock Holding,,,,595000.0,,,,I,,Bobby and Melissa Frist Children's 2012 GST-Exempt Trust,
0001437749-25-009893,2488431,Common Stock Holding,,,,18334.0,,,,I,,Knox Trust u/a/d 08-16-2007,
0001437749-25-009893,2488429,Common Stock Holding,,,,18334.0,,,,I,,Merriman Trust u/a/d 08-16-2007,
0001437749-25-009893,2488428,Common Stock Holding,,,,18335.0,,,,I,,Louise Trust u/a/d 08-16-2007,
0001437749-25-009893,2488427,Common Stock Holding,,,,10000.0,,,,I,,The Eleanor Knox Frist 2005 Vested Trust,
0001615594-25-000048,2490642,Class A Common Stock,,,,99419.0,,,,D,,,
0001510281-25-000171,2447279,Common Stock,,,,1350448.0,,,,I,,-,
0001290476-25-000007,2439579,Common Stock,,,,1996.0,,,,I,,By IRA,
0000845877-25-000099,2589620,Class C Non-Voting Common Stock,,,,1029.0,,,,D,,,
0001127602-25-010579,2360241,Common Stock,,,,59732.34,F2,,,D,,,
0001104659-25-029395,2679339,8.625% Series C Preferred Stock,,,,393646.0,,,,I,,See footnotes,"F1, F3, F2"
0001104659-25-029395,2679338,"Common Stock, $0.001 par value",,,,1177060.0,,,,I,,See footnotes,"F1, F3, F2"
0000016732-25-000050,2704920,Common Stock,,,,103974.0,,,,I,,Trust for Daughter,F1
0000016732-25-000050,2704921,Common Stock,,,,13230543.0,,,,I,,Contango Limited LP,F2
0000016732-25-000050,2704922,Common Stock,,,,1333.0,,,,I,,Hera Management LLC,F3
0001727689-25-000017,2772318,Common Stock,,,,377193.0,,,,D,,,
0001127602-25-010578,2319854,Common Stock,,,,54976.0,F1,,,D,,,
0000016732-25-000046,2404540,Common Stock,,,,437692.0,,,,I,,ADvB 2016 GRAT,
0000016732-25-000046,2404542,Common Stock,,,,3944.0,,,,I,,Family management company,F2
0000016732-25-000046,2404543,Common Stock,,,,180000.0,,,,I,,Spousal Trust,F3
0000016732-25-000046,2404541,Common Stock,,,,2857.0,,,,I,,Family management company,F1
0001474903-25-000022,2659880,"Common Stock, $0.01 per share par value",,,,10000.0,,,,D,,,
0001015328-25-000097,2638055,Common Stock,,,,8244.0,,,,I,,by 401(k) Plan,
0001015328-25-000097,2638056,Common Stock,,,,25987.0,,,,I,,by Spouse,
0001015328-25-000097,2638057,Depositary Shares of Series E Preferred Stock,,,,2516.0,,,,D,,by Spouse,
0001015328-25-000097,2638058,Depositary Shares of Series E Preferred Stock,,,,4138.0,,,,I,,,
0001127602-25-010576,2554609,Common Stock,,,,37479.0,F1,,,D,,Michael Weintraub 2023 Qualified Annuity Trust,
0001127602-25-010576,2554611,Common Stock,,,,6703.0,,,,I,,,
0001127602-25-010576,2554610,Common Stock,,,,144845.0,,,,I,,Weintraub Family 2017 Irrevocable Trust,
0001971761-25-000001,2784797,Class A Common Shares,,,,0.0,,,,D,,,
0001999001-25-000075,2479184,"Common Stock, par value $0.01 per share",,,,33982.0,,,,D,,,
0001999001-25-000074,2739835,"Common Stock, par value $0.01 per share",,,,57688.0,,,,D,,,
0001628280-25-015451,2601394,Class A Common Stock,,,,46.75,F3,,,I,,By 401(k) plan,
0001999001-25-000071,2445047,"Common Stock, par value $0.01 per share",,,,12899.0,,,,D,,,
0001999001-25-000070,2334263,"Common Stock, par value $0.01 per share",,,,10162.0,,,,D,,,
0001628280-25-015448,2547752,Class A Common Stock,,,,28.12,F3,,,I,,By 401(k) plan,
0001628280-25-015447,2473663,Class A Common Stock,,,,1972.33,F3,,,I,,By 401(k) Plan,
0001628280-25-015445,2656482,Class A Common Stock,,,,1865.43,F3,,,I,,By 401(k) Plan,
0000950170-25-046803,2475692,Common shares of beneficial interest,,,,22533408.0,,,,I,,See Footnotes,"F1, F2"
0000950170-25-046800,2326575,Common shares of beneficial interest,,,,19201389.35,,,,I,,See Footnotes,"F1, F2"
0000314489-25-000141,2479735,Common Stock,,,,23011.0,,,,I,,Scott Wehrli Declaration of Trust,
0000314489-25-000141,2479734,Common Stock,,,,40367.0,,,,I,,Scott Wehrli Investments LLC,
0001437749-25-009858,2709572,Common Stock Holding,,,,11386.0,,,,I,,Held by The Joel Company,
0001437749-25-009858,2709575,Common Stock Holding,,,,2000.0,,,,I,,Custodial account for minor child - Taylor K. Gordon,
0001437749-25-009858,2709571,Common Stock Holding,,,,100000.0,,,,I,,Held by Crofton Capital,
0001437749-25-009858,2709576,Common Stock Holding,,,,2000.0,,,,I,,Frank E. Gordon 2003 Family Trust,
0001437749-25-009858,2709573,Common Stock Holding,,,,2500.0,,,,I,,Custodial account for minor child - Gavin B. Gordon,
0001437749-25-009858,2709574,Common Stock Holding,,,,2500.0,,,,I,,Custodial account for minor child - Cameron L. Gordon,
0000314489-25-000139,2369361,Series A Non-Cumulative Perpetual Preferred Stock,,,,250.0,,,,I,,Kevin S. Rauckman Trust,
0000314489-25-000139,2369360,Common Stock,,,,24909.0,,,,I,,Kevin S. Rauckman Trust,
0001127602-25-010572,2498338,Common Stock,,,,600.0,,,,I,,Childrens Trust,
0001127602-25-010572,2498339,Common Stock,,,,1177.0,,,,I,,Spouse,
0000950170-25-046779,2713800,Common Stock,,,,9269.0,,,,D,,,
0000314489-25-000137,2602982,Common Stock,,,,181918.0,,,,I,,Stephen V. King 2004 Declaration of Trust U/A  5/7/04,
0000314489-25-000135,2561272,Common Stock,,,,16349.0,,,,I,,Spouse,
0001628280-25-015437,2400986,Common  Stock,,,,75902.0,,,,I,,Yvonne K. Franzese Revocable Trust,
0001447362-25-000049,2662754,Common Stock,,,,26134.0,,,,I,,By DJM Grantor Retained Annuity Trust No. 6,F10
0001447362-25-000049,2662753,Common Stock,,,,122866.0,,,,I,,By DJM Grantor Retained Annuity Trust No. 5,F9
0001290476-25-000005,2408904,Common Stock,,,,2920.0,,,,I,,By IRA,
0000314489-25-000131,2564858,Common Stock,,,,25637.0,,,,I,,Jennifer M. Grigsby Living Trust,
0000897069-25-000688,2812181,Class B Common Stock,,,,23045352.0,,,,I,,By Conyers Investments LLC,F1
0001829126-25-002154,2336073,"Ordinary Shares, par value $0.0001 per share",,,,3129900.0,F1,,,I,F3,See footnote,
0001013762-25-004077,2403806,Common Stock,,,,978553.0,F1,,,D,,,
0001013762-25-004078,2423828,Common Stock,,,,42439.0,F1,,,D,,,
0001013762-25-004075,2470414,Common Stock,,,,36812.0,F1,,,D,,,
0001013762-25-004074,2796489,Common Stock,,,,120085.0,F1,,,D,,,
0000314489-25-000125,2700809,Series A Non-Cumulative Perpetual Preferred Stock,,,,100.0,,,,I,,"Brenneman Living Trust Dated November 2, 2012",
0000314489-25-000125,2700808,Common Stock,,,,132421.0,,,,I,,"Brenneman Living Trust Dated November 2, 2012",
0001437749-25-009838,2422020,Common Stock (BLIN),,,,565.0,,,,D,,,
0001437749-25-009835,2598391,Common Stock (BLIN),,,,545.0,F1,,,I,,By Spouse,
0001127602-25-010569,2347350,Common Stock,,,,124.0,,,,I,,,
0001127602-25-010569,2347349,Common Stock,,,,0.0,,,,D,,Spouse,
0001437749-25-009833,2735942,Common Stock (BLIN),,,,57620.0,,,,I,,By INV LLC,F2
0001846069-25-000031,2401915,Class A Common Stock,,,,188633.0,,,,D,,,
0000314489-25-000121,2498522,Common Stock,,,,5153.64,,,,I,,Employee Stock Purchase Plan,
0000314489-25-000119,2699900,Common Stock,,,,21349.0,,,,I,,401(K) & P/S Plan,
0000314489-25-000119,2699901,Common Stock,,,,15720.82,,,,I,,Employee Stock Purchase Plan,
0000314489-25-000117,2645914,Common Stock,,,,3759.48,,,,I,,Employee Stock Purchase Plan,
0000314489-25-000115,2698066,Series A Non-Cumulative Perpetual Preferred Stock,,,,50.0,,,,D,,Spouse,
0000314489-25-000115,2698065,Common Stock,,,,4739.0,,,,I,,Spouse,
0000314489-25-000115,2698067,Series A Non-Cumulative Perpetual Preferred Stock,,,,100.0,,,,I,,,
0000314489-25-000113,2461744,Common Stock,,,,6967.89,,,,I,,Employee Stock Purchase Plan,
0000314489-25-000111,2570525,Series A Non-Cumulative Perpetual Preferred Stock,,,,50.0,,,,D,,,
0000314489-25-000109,2606148,Common Stock,,,,13506.0,,,,I,,401(k) & Profit Sharing Plan,
0000314489-25-000109,2606147,Common Stock,,,,2201.0,,,,I,,Spouse IRA,
0000314489-25-000109,2606146,Common Stock,,,,13755.47,,,,I,,Employee Stock Purchase Plan,
0000314489-25-000107,2325000,Common Stock,,,,2707.06,,,,I,,Employee Stock Purchase Plan,
0001290476-25-000002,2368373,Common Stock,,,,1964.0,,,,I,,By spouse,
0001290476-25-000002,2368372,Common Stock,,,,4957.0,,,,I,,By IRA,
0001013762-25-004016,2400845,Class A Common Stock,F1,,,39239297.0,,,,D,F2,,
0001013762-25-004007,2502745,Class A Common Stock,F1,,,39239297.0,,,,I,,See footnote,F2
0001225208-25-003719,2794811,Common Stock,,,,902.53,,,,I,,By 401k,
0000950170-25-046578,2485284,Common Stock Holding,,,,717.57,F2,,,I,,By 401(k) Plan,
0001363607-25-000008,2405645,Common Stock,,,,28566.64,F1,,,I,,By 401(k) Plan,
0001363607-25-000008,2405644,Common Stock,,,,1000.0,,,,I,,By Sons,
0000950170-25-046452,2351557,Common Stock,,,,15500.0,,,,I,,By Trust,
0000950170-25-046448,2582538,"Common Stock, par value $0.001 per share",,,,39775.0,,,,I,,By corporation,F2
0000950170-25-046448,2582537,"Common Stock, par value $0.001 per share",,,,59663.0,,,,I,,By subsidiaries,F1
0001829238-25-000008,2797067,Common Stock,,,,16000.0,,,,I,,by Lester Family Holdings,
0001829238-25-000008,2797065,Common Stock,,,,4769.0,,,,I,,by Carriage Square,
0001829238-25-000008,2797066,Common Stock,,,,367771.0,,,,I,,"by EASG, LLC",
0001415889-25-009184,2600763,Common Stock,,,,831600.0,,,,I,,Voting or Investment Control,F2
0001437749-25-009759,2318059,Common Stock,,,,4416.0,F1,,,I,,HORIZON KINETICS HARD ASSETS II LLC,
0001437749-25-009759,2318060,Common Stock,,,,7452.0,F1,,,I,,CDK PARTNERS LP,
0001437749-25-009759,2318061,Common Stock,,,,16647.0,F1,,,I,,CDK FUND LTD,
0001437749-25-009759,2318062,Common Stock,,,,180.0,F1,,,I,,Spouse,
0001437749-25-009759,2318063,Common Stock,,,,5490.0,F1,,,I,,FROMEX Equity Corp,
0001437749-25-009759,2318064,Common Stock,,,,24024.0,F1,,,I,,FRMO Corp,
0000761648-25-000026,2720213,7.25% Series B Cumulative Redeemable Preferred Stock,,,,2890.0,,,,D,,,
0001289848-25-000092,2433949,Common Stock,,,,3855.0,,,,I,,By Family LLC,
0002049880-25-000001,2756441,1 WS Credit Income Fund,,,,0.0,,,,D,,,
0000912282-25-000339,2381237,Common Shares,,,,20000.0,,,,I,,Held by spouse,
0000912282-25-000339,2381240,Common Shares,,,,40000.0,,,,I,,Held by PoC Capital LLC,F1
0000912282-25-000339,2381239,Common Shares,,,,4500.0,,,,I,,Held by minor child #3,
0000912282-25-000339,2381238,Common Shares,,,,4500.0,,,,I,,Held by minor child #2,
0001013762-25-003566,2488681,Class A Common Stock,,,,10000.0,F1,,,D,,,
0001415889-25-009178,2424228,Class A Common Stock,,,,10640.0,,,,I,,North Island Inferno Fund II LLC,F1
0001415889-25-009178,2424229,Class A Common Stock,,,,27540.0,,,,I,,North Island SPV CW LLC,F2
0001415889-25-009178,2424230,Class A Common Stock,,,,384840.0,,,,I,,Tide Mill LLC,F3
0001415889-25-009177,2492065,Class A Common Stock,,,,875200.0,,,,I,,Birch Tree Trust LLC,F7
0001415889-25-009177,2492067,Class A Common Stock,,,,875200.0,,,,I,,Maple Tree Trust LLC,F9
0001415889-25-009177,2492066,Class A Common Stock,,,,875200.0,,,,I,,Chestnut Tree Trust LLC,F8
0001415889-25-009177,2492064,Class A Common Stock,,,,875200.0,,,,I,,Willow Tree Trust LLC,F6
0001415889-25-009177,2492063,Class A Common Stock,,,,126220.0,,,,I,,Cherry Tree 2024 GRAT,F5
0001415889-25-009177,2492062,Class A Common Stock,,,,19200.0,,,,I,,Jack D. Cogen 2020 Family Trust,F4
0001415889-25-009177,2492061,Class A Common Stock,,,,1200000.0,,,,I,,"Cogen Family Trust, dated December 17, 2012",F3
0001415889-25-009177,2492060,Class A Common Stock,,,,136560.0,,,,I,,By Spouse,F2
0001415889-25-009177,2492059,Class A Common Stock,,,,13075780.0,,,,I,,CW Holding 987 LLC,F1
0001415889-25-009177,2492058,Class A Common Stock,,,,261140.0,,,,D,,,
0001415889-25-009176,2487151,Class A Common Stock,,,,10520.0,,,,I,,"The Boone Family Trust, dated August 6, 2015",F1
0001415889-25-009174,2511518,Class A Common Stock,,,,100000.0,,,,I,,Jackfruit 2024 GRAT,F1
0001104659-25-028910,2548812,Class A Common Stock,,,,1290200.0,,,,I,,See Footnotes,"F3, F1, F2, F10"
0001104659-25-028910,2548810,Class A Common Stock,,,,7829560.0,,,,I,,See Footnotes,"F8, F3, F1, F2"
0001104659-25-028910,2548808,Class A Common Stock,,,,3362500.0,,,,I,,See Footnotes,"F6, F3, F1, F2"
0001104659-25-028910,2548811,Class A Common Stock,,,,644780.0,,,,I,,See Footnotes,"F9, F3, F1, F2"
0001104659-25-028910,2548809,Class A Common Stock,,,,539940.0,,,,I,,See Footnotes,"F7, F3, F1, F2"
0001104659-25-028910,2548806,Class A Common Stock,,,,11732080.0,,,,I,,See Footnotes,"F3, F1, F2, F4"
0001104659-25-028910,2548807,Class A Common Stock,,,,1079900.0,,,,I,,See Footnotes,"F5, F3, F1, F2"
0001104659-25-028909,2555363,Class A Common Stock,,,,11732080.0,,,,D,F1,,
0001415889-25-009171,2809333,Class A Common Stock,,,,1800.0,,,,I,,See Footnote,F2
0001415889-25-009171,2809332,Class A Common Stock,,,,60000.0,,,,I,,Canis Major SM Trust,F1
0001415889-25-009170,2356740,Class A Common Stock,,,,286000.0,,,,I,,YOLO ECV Trust,F1
0001415889-25-009170,2356742,Class A Common Stock,,,,22500.0,,,,I,,See Footnote,F3
0001415889-25-009170,2356741,Class A Common Stock,,,,286000.0,,,,I,,YOLO APV Trust,F2
0001013762-25-003558,2700303,"Common Stock, par value $0.15 per share",,,,1703.0,,,,I,,By 401(K) Plan,
0001628280-25-015315,2741520,Common Stock,,,,412344.0,,,,D,,,
0001140361-25-010795,2506064,"Class A Common Stock, par value $0.01 per share",,,,85474.0,,,,D,,,
0001140361-25-010793,2434594,"Class A Common Stock, par value $0.01 per share",,,,134877.0,,,,D,,,
0000950170-25-046280,2671690,Common Stock,,,,24.0,,,,I,,The 2000 Trust for Malcolm Peter Hecht,F2
0000950170-25-046280,2671691,Common Stock,,,,24.0,,,,I,,The 2000 Trust for Zoe Niovi Hecht,F2
0000950170-25-046280,2671689,Common Stock,,,,24.0,,,,I,,The 2000 Trust for Alexis Mae Hecht,F2
0001437749-25-009676,2492642,Common Stock,,,,2923.0,F1,,,D,,,
0001578563-25-000194,2397273,Common Stock,,,,657256.0,F2,,,D,,,
0001578563-25-000194,2397272,Common Stock,,,,2117824.0,F1,,,D,,,
0001104659-25-028885,2803215,Class A Common Stock,,,,682764.0,,,,D,,Held by the Paul Liberman 2020 Irrevocable Trust,
0001104659-25-028885,2803217,Class A Common Stock,,,,200000.0,,,,I,,,
0001104659-25-028885,2803216,Class A Common Stock,,,,213597.0,,,,I,,Held by the Rachel Nager Liberman Irrevocable Trust - 2022,
0001140361-25-010778,2604023,Common Stock,,,,28999.0,,,,I,,,
0001140361-25-010778,2604022,Common Stock,,,,35000.0,,,,I,,By Family Trust 1,
0001140361-25-010778,2604021,Common Stock,,,,1000000.0,,,,I,,By Remer Family Trust,
0001140361-25-010778,2604020,Common Stock,,,,1660839.0,,,,D,,By EMJ Remer Family Trust,
0001628280-25-015294,2345927,"Class A Common Stock, par value $0.001 per share",,,,0.0,,,,I,,By SKW Financial LLC,
0000950170-25-046271,2438339,Common Stock,,,,2168.0,,,,D,,,
0001415889-25-009150,2575389,Class A Common Stock,,,,999628.0,"F3, F15",,,D,,,
0001415889-25-009149,2303622,Class A Common Stock,,,,265069.0,"F3, F16",,,D,,,
0001104659-25-028868,2484942,Common Stock,,,,162500.0,F1,,,D,,,
0001415889-25-009126,2669950,Common Stock,,,,120000.0,,,,I,,Through the Burns Charitable Remainder Trust,
0001415889-25-009126,2669951,Common Stock,,,,100000.0,,,,I,,Through the Thomas W. Burns Irrevocable Trust,
0001415889-25-009126,2669952,Common Stock,,,,100000.0,,,,I,,Through the Janet M. Burns Irrevocable Trust,
0001415889-25-009126,2669948,Common Stock,,,,893932.0,,,,I,,Through the Burns Family Trust,
0001415889-25-009126,2669949,Common Stock,,,,238107.0,,,,I,,Through the Burns Annuity Trust,
0001373604-25-000056,2726287,Common Stock,,,,2722761.0,,,,I,,"Holding of BML Investment Partners, L.P.",F3
0001104659-25-028865,2448254,Class A Common Stock,,,,413413.0,,,,D,,,
0000950170-25-046258,2316687,Class C Google Stock Units,F5,,,33045.0,,,,D,,,
0001214659-25-004918,2509275,"Common Stock, par value $0.01 per share",,,,2500000.0,F4,,,I,,By grantor retained annuity trust,
0001477720-25-000060,2478191,Class A Common Stock,,,,4147046.0,,,,I,,See footnote,F4
0000950170-25-046243,2660580,Common Stock,,,,15000.0,,,,I,,William & Carole Cobb 2000 Trust,
0001628280-25-015270,2712889,Common Stock,,,,149317.35,,,,I,,The Dan and Allyson Family Irrevocable Trust,F2
0001062993-25-006424,2795170,Common Units,,,,3892000.0,,,,I,,Please see footnotes,"F1, F4, F2"
0001062993-25-006422,2344391,Class B Common Stock,,,,13239567.0,,,,I,,See footnotes,"F3, F1"
0001127602-25-010550,2306718,Common Stock,,,,38256.0,,,,I,,401(k),
0001127602-25-010550,2306719,Common Stock,,,,12248.0,,,,I,,David BR Kemper Irrev Trust,
0001127602-25-010550,2306720,Common Stock,,,,1059123.0,,,,D,,Irrev Trust For Self,
0001127602-25-010550,2306721,Common Stock,,,,47818.0,,,,I,,Nicolas Kemper Irrev Trust,
0001127602-25-010550,2306722,Common Stock,,,,8418.0,,,,I,,Nicolas Kemper Trust,
0001127602-25-010550,2306723,Common Stock,,,,40271.0,,,,I,,Tower Properties Co,
0001127602-25-010550,2306724,Common Stock,,,,270564.0,,,,I,,,
0001840776-25-000053,2492941,Class A Common Stock,,,,53474.0,,,,D,,,
0001127602-25-010548,2785662,Common Stock,,,,845.3,,,,I,,By 401(k) Plan,
0001628280-25-015235,2640220,Common Stock,,,,700587.0,,,,I,,Gary C. Bhojwani Revocable Trust,
0001225208-25-003714,2784333,Common Stock,,,,2491224.0,,,,D,,,
0001437749-25-009650,2744240,Common Stock,,,,1518.0,,,,I,,By Spouse's IRA,
0001506293-25-000073,2541004,Class A Common Stock,,,,6274.0,F9,,,D,,,
0001415889-25-009111,2350784,Ordinary Shares,,,,2305.0,F1,,,D,,,
0000950170-25-046193,2758540,Common Stock,,,,151030.0,,,,I,,By Farhad F Ebrahimi Roth IRA,
0000950170-25-046193,2758539,Common Stock,,,,3652995.0,,,,I,,By Crescent River LLC,
0000950170-25-046193,2758538,Common Stock,,,,911660.0,,,,I,,By Infinity Trusts Investment LLC,
0000950170-25-046193,2758537,Common Stock,,,,793431.0,,,,I,,By Corcaigh LLC,
0000950170-25-046192,2471923,No securities owned,,,,0.0,,,,D,,,
0001127602-25-010545,2599671,Common Stock,,,,40464.0,,,,I,,JW Kemper Rev Trust,
0001127602-25-010545,2599670,Common Stock,,,,1208311.0,,,,D,,EC Kemper Rev Trust,
0001127602-25-010545,2599669,Common Stock,,,,40825.0,,,,I,,CB Kemper Rev Trust,
0001127602-25-010545,2599672,Common Stock,,,,49160.0,,,,I,,Tower Properties Co,
0001127602-25-010545,2599675,Common Stock,,,,23725.0,,,,I,,,
0001127602-25-010545,2599674,Common Stock,,,,17079.0,,,,I,,WL Kemper Rev Trust,
0001127602-25-010545,2599673,Common Stock,,,,270564.0,,,,I,,WL Kemper Irrev Trust,
0001828962-25-000052,2811348,Class A Common Stock,,,,614.0,,,,I,,By Spouse,
0001828962-25-000052,2811349,Class A Common Stock,,,,205.0,,,,I,,By Son,
0001140361-25-010740,2692380,Common Stock,,,,28133.0,,,,I,,BY SPOUSE,
0000816761-25-000091,2439978,Common Stock,,,,28337.0,,,,D,,,
0001225208-25-003710,2793564,Common Stock,,,,50488.0,,,,I,,By GRATs,
0001225208-25-003710,2793563,Common Stock,,,,35538.0,,,,I,,By Family Trusts,
0001641172-25-000959,2590553,Common Stock,,,,2666666.0,F2,,,D,,,
0001641172-25-000959,2590552,Common Stock,,,,1666666.0,F1,,,D,,,
0000950170-25-046171,2720856,Common Stock,,,,995686.0,,,,I,,,
0000950170-25-046171,2720855,Common Stock,,,,211718.0,,,,D,,"By Kumar Haldea Family Irrevocable Trust, of which the Reporting Person is a co-trustee.",F3
0001200461-25-000015,2796789,Common Stock,,,,1000.0,,,,I,,By reporting person as UTMA custodian for son,
0001200461-25-000015,2796790,Common Stock,,,,58958.0,,,,I,,See footnote,F4
0001200461-25-000015,2796791,Common Stock,,,,33132.0,,,,I,,Held by spouse,F5
0001200461-25-000015,2796787,Common Stock,,,,420181.0,,,,I,,See footnote,F2
0001200461-25-000015,2796788,Common Stock,,,,15000.0,,,,I,,See footnote,F3
0001225208-25-003708,2710435,Common Stock,,,,77964.0,F3,,,I,,By GRATs,
0001225208-25-003708,2710434,Common Stock,,,,34693.0,F3,,,I,,By Family Trust,
0001834622-25-000047,2619093,Common Stock,,,,30000.0,,,,D,,,
0000950170-25-046153,2647385,Common Stock,,,,325443.0,,,,I,F4,the Joint Revocable Trust of Sean Robert Gamble and Luminita Spetcu,
0000950170-25-046152,2430661,Common Stock,,,,168952.0,,,,I,F5,Joint Revocable Trust of Sean Robert Gamble and Luminita Spetcu,
0000354950-25-000111,2616302,$.05 Common Stock,,,,60.0,,,,I,,By Spouse,
